,MMM,ABT,ABEO,ABMD,ACHC,ACAD,ACST,ARAY,ACRX,ACET,ACHN,ACOR,ACUR,ADMP,ADK,ADUS,ADXS,AEGR,AEZS,AET,AGEN,AKRX,AMRI,ALR,ALXN,ALXA,ALGN,ALIM,ALKS,AGN,AIQ,AHPI,ALQA,AFAM,ALNY,APT,ATEC,AMAG,AMRN,AMED,ANCI,ASEI,AMS,ABC,AMGN,FOLD,AMPE,AMSG,ANAC,ANGO,ANIP,ANIK,ATRS,ANTM,ANTH,APRI,ARDM,ABIO,ARNA,ARIA,ARQL,ARRY,HRT,ARWR,ASMB,AZN,ATHX,ATRC,ATRI,AVEO,AXGN,BAX,BDX,BGMD,BASI,BCRX,BIOD,BIIB,BIOL,BLRX,BMRN,BRLI,BIOS,BSTC,BSPM,BOTA,TECH,BEAT,BTX,BDMS,BSX,BVX,BCLI,BMY,BKD,BCR,CLBS,CBM,CMN,CSU,CAPR,CRDC,CAH,CRME,CSII,CASM,CASI,CPRX,CELG,CLDX,CLRB,CVM,CLSN,CEMP,CNC,CERS,CRL,CEMI,CHE,CCXI,CBPO,NPD,CI,CBLI,CLVS,CGNT,CYH,CGEN,CCM,CNMD,COO,CORT,CRY,CTIC,CPIX,CRIS,CUTR,CVS,CYBX,CYCC,CYCCP,CYNA,CYNO,CYTK,CYTX,CYTR,DARA,DVA,DXR,DHRM,DCTH,XRAY,DEPO,DSCI,DXCM,DRAD,DSCO,DVCR,RDY,DRRX,DYAX,DVAX,ECTE,EDAP,EW,ELMD,LLY,EBS,ENDP,ECYT,ELGX,ETRM,ENZ,ENZN,EPRS,ESMC,EXAS,EXAC,EXAM,EXEL,ESRX,FCSC,FVE,FLML,FONR,FMS,GALT,GALTU,GALTW,GENE,GNMK,GHDX,GNVC,GERN,GILD,GSK,GRFS,GTXI,HAE,HALO,HGR,HNSN,HCA,HNT,HCSG,HLS,HWAY,HTWR,HSIC,HLF,HRTX,HSKA,HRC,HOLX,HZNP,HSP,HUM,ICAD,ICLR,ICUI,IDRA,IDXX,IG,ICCC,IMUC,IMGN,IMMU,IPXL,IMMY,INCY,INFI,INFU,INO,INSM,NSPR,PODD,INSY,IPCI,ISRG,IVC,NVIV,IPCM,IRIX,IRWD,ISIS,JAZZ,JNJ,JNP,KERX,KND,LJPC,LH,LAKE,LCI,LMAT,LXRX,LHCG,LPNT,LFVN,LGND,LBIO,LPTN,LMNX,LUNA,LUX,MGLN,MNKD,MASI,MCK,MDGN,MNOV,MDVN,MD,MDT,MEIP,MELA,MRK,VIVO,MMSI,MACK,MSLI,MGCD,MDXG,MR,MOH,MNTA,MSA,MYL,MYOS,MYGN,NSPH,NNVC,NHC,NRCIB,NATR,BABY,NAVB,NKTR,NEOG,NEO,NVCN,NEPT,CUR,NBIX,NLNK,NWBO,NBY,NVDQ,NVS,NVAX,NVO,NUS,NUVA,NXTM,NYMX,OCAT,OCRX,OCLS,OHRP,OMER,OCR,OGXI,ONCY,ONCS,ONTY,OPXA,OPK,OGEN,ORMP,OSUR,OREX,ONVO,OFIX,OSIR,OMI,OXGN,PCRX,PTIE,PRTK,PRXL,PDCO,PDLI,PPHM,PTX,PRGO,PRSN,PETS,PFE,PIP,PMC,PHMD,PSTI,POZN,PRAN,PBH,PDEX,PGNX,PRPH,PLX,PMD,QGEN,QLTI,DGX,QDEL,RDNT,RPTP,REGN,RELV,RGEN,RPRX,RMD,RGDX,RVP,RIGL,RAD,RMTI,ROSG,RTIX,SGNT,SGMO,GCVRZ,SNY,SRPT,SCLN,SGEN,SEM,SNMX,SHPG,SVA,SIRO,SKBI,SNN,SRNE,SPAN,SPPI,STJ,STAA,STXS,STE,SYK,SCMP,SNSS,SSY,SSH,SRDX,SURG,SGYP,ELOS,SNTA,SYN,TRGT,TARO,TEAR,TKMR,TFX,TENX,THC,TEVA,TGTX,ENSG,MDCO,SPNC,TXMD,THRX,THOR,THLD,TRNX,TRXC,TRIB,TROV,USPH,UNIS,UTHR,UNH,UAM,UHS,UTMD,VRX,VNDA,VAR,VASC,VBIV,APPY,VSTM,VCEL,VRML,VRTX,VICL,VSCP,VVUS,VNRX,WBA,WCG,WMGI,WX,XNPT,XOMA,XTLB,ZLTQ,ZMH,ZIOP,ZGNX
0,3021064,15193791,701.612903226,509501,77480,523079,252.631578947,589709,7872.58064516,165109.677419,1705091,472066,85937.0967742,6766.12903226,31412.9032258,18732.2580645,728561,64622,248653,3924080,244895,1353461,90019.3548387,598062,1315366,83650.0,680962,353132.258065,1152751,2351980,22898.3870968,2895.16129032,4519.35483871,96191.9354839,502177,53858.0645161,200900,120012.903226,4458177,642919,6995.16129032,53546.7741935,4943.5483871,2649772,5566251,178004,213967,139495,108987,162579,208977.419355,68829,1214567,3318633,50214.516129,359041,3179.03225806,25554.8387097,7497387,3375219,391832,846019,3411.29032258,19653.2258065,14275.8064516,1518996,97990,48588.7096774,3554.83870968,342304,3385.48387097,5607390,1311509,5117.74193548,12090.3225806,447324,55229.0322581,1486761,180500,269327.419355,1108575,278608,292361,8804.83870968,60546.7741935,32911.2903226,122669.354839,72346.7741935,141520,1324.19354839,13590164,12872.5806452,20751.6129032,10703959,1515541,644293,44991.9354839,297614,157774,93258,522.580645161,88872.5806452,2409491,112432.258065,81330,10601.6129032,86325.8064516,81500,6150645,948043,1319.35483871,227841,113075,49258.974359,1199438,580632,549045,4612.90322581,205488,65743.2432432,16683.8709677,57372.5806452,3584258,7193.5483871,61414,6343.5483871,2070279,149654.83871,43114.516129,150130.645161,401079,713324,83729.0322581,510074,44154.8387097,815722,51122.5806452,7200098,232616,41825.8064516,3688.70967742,24.1935483871,59195,34888.7096774,573553,183451,16246.7741935,1268467,2158.06451613,6654.83870968,33695.1612903,865388,449850,69375.8064516,446487,45570.9677419,1816433,5161.29032258,219672,453951,279041,171990,9406.4516129,45674.1935484,1268420,11325.8064516,6940124,172543,1573548,815729,419083,49227,93995,187095,24183.8709677,5477.41935484,473567,14479.0322581,176362,1818012,8784685,11667.7419355,227391,127670.967742,155951.612903,187009,30524.1935484,122216.666667,26100.0,13858.0645161,30024,169950,21535.483871,1071037,19571080,2250445,772345,675603,213732,880312,204037,554019,3139430,1075175,327824,818808,195961,97401,471438,1322432,2051.61290323,31627.4193548,507629,2006329,70758,1747877,1905874,10038.7096774,187753,70574.1935484,42885.483871,500525,7619.35483871,1335.48387097,491282,503291,271432,668537,427.419354839,1674251,205535,23256.4516129,171129.032258,143653.225806,5330.64516129,332587,1438.70967742,40524.1935484,339335,169958,79841.9354839,282435,12262.9032258,551266,574767,1039808,9881774,277767.741935,2287593,793653,5617.85714286,820127,7691.93548387,31446.7741935,13917.7419355,126745,154417.741935,370343,723858,95066,87.0967741935,35337.0967742,271712,22480.6451613,120301.612903,162064,2259554,566320,1935782,17072.5806452,20993.5483871,1581622,648232,5595025,14272.5806452,41441.9354839,14573056,286969,331691,2200950,6501.61290323,3819.35483871,17061.2903226,543062,782829,896837,149667,5441456,5154.83870968,711945,9874.19354839,61082.2580645,27046.7741935,6461.29032258,45572.5806452,190545,299120,1401687,175553,35740,1745.16129032,65759.6774194,86320.9677419,775488,27124,15035.483871,110446.774194,24014.516129,3032748,822038,1501798,603390,775440,631496,50043.5483871,177396.774194,16920.9677419,18364.516129,3774.19354839,137575,1960419,130208.064516,91867,20248.3870968,1418988,19548.3870968,1701243,762.903225806,3516.12903226,297304,1752274,123339,81470.9677419,94703,444619,34316.1290323,124032,120870,9891.93548387,439583,705345,1987387,1252240,21525.8064516,927795,5427.41935484,255793,38545354,382090,544961,29048.3870968,79059,243685,97182,583593,11461.2903226,123001,10546.7741935,297582,18895.1612903,1201180,99153.2258065,1070732,173009,114527.419355,376022,1279856,5758.06451613,72370.9677419,93445,924011,53388.7096774,4232.25806452,293816,10551453,75261,24212.9032258,266066,94856.4516129,412879,354380,2880966,166725,277945,1293229,333491,150901,510369,125012,453372,14040.3225806,250819,132.258064516,2745.16129032,1698659,3257838,183372,17977.4193548,449920,1933354,41403,347237,12166.1290323,4338.70967742,49724.1935484,102293.548387,49067.7419355,125425.806452,351380,377404,710612,21417.7419355,201085,12969.3548387,183204,3403.07692308,2257487,4536822,498.387096774,115409,583000,136714,65864.516129,855453,730080,3410885,118190,595.384615385,47214.516129,4293.5483871,42100.0,239069,792040,6921269,375917,883104,2900.0,1866379,209414,939280,45951.6129032,780.64516129,7054.83870968,51366.6666667,14750.0,627287.096774,2939120,1237977,4346.77419355,6842929,8180.95238095,9067143,663300,338141,384596,168577,832537,16975.8064516,303180.645161,1580211,618595,73200
1,2853038,14119196,976.19047619,536479,287187,353176,603.174603175,623276,4431.74603175,146453.968254,1040133,336784,47073.015873,10658.7301587,39846.031746,17665.0793651,1106552,148090,327171,4855074,259139,1118731,171615.873016,1009876,1931714,302325.396825,1035822,120965.079365,1235996,2172055,28509.5238095,1936.50793651,5236.50793651,71552.3809524,313512,22676.1904762,174779,151558.730159,4547896,525288,4773.01587302,79350.7936508,8249.20634921,2523200,4460974,151204,274376,141553,72787,108473,97980.952381,183923,1041774,3084825,121957.142857,173630,3074.6031746,12276.1904762,22267147,3423650,618571,915877,3334.92063492,29193.6507937,73790.4761905,1567165,110553,68717.4603175,3611.11111111,501763,6815.87301587,5747320,1081295,13763.4920635,7380.95238095,351325,70912.6984127,1248515,210598,32912.6984127,1446279,229293,306344,12238.0952381,117246.031746,75106.3492063,90526.984127,147944.444444,134411,766.666666667,14503811,13830.1587302,10730.1587302,10181884,1270658,580901,107461.904762,136744,140980,126626,1871.42857143,46147.6190476,2308161,70455.5555556,53819,8628.57142857,16139.6825397,145271,7668066,1204371,2785.71428571,137833,94157,16396.8253968,2897130,454958,468053,6523.80952381,202100,22100.0,16311.1111111,106822.222222,2709144,17896.8253968,139277,9503.17460317,1654982,114907.936508,32047.6190476,120669.84127,533788,288636,79203.1746032,468698,62749.2063492,580879,33061.9047619,7695474,242957,24566.6666667,247.619047619,0.0,93252,45526.984127,331134,249787,19738.0952381,2052139,1660.31746032,15550.7936508,58122.2222222,903958,391031,51477.7777778,507265,35414.2857143,724093,10352.3809524,238314,503488,397287,224726,10379.3650794,88836.5079365,1172836,7152.38095238,6225434,167114,1559773,841750,391566,180033,280106,235977,32596.8253968,8979.36507937,446638,28663.4920635,164174,1663812,7101931,13230.1587302,214409,37220.6349206,384852.380952,104698,42334.9206349,1517.46031746,2888.88888889,73509.5238095,81033,171822,20957.1428571,769266,13266784,2350639,927947,267882,230234,1034685,204838,384112,3210350,1188720,396238,646141,146550,198601,532388,4134587,3919.04761905,13552.3809524,472671,3883523,539739,1176909,1789198,7785.71428571,215661,89103.1746032,54920.6349206,566473,5558.73015873,1007.93650794,551511,567482,297852,467722,739.682539683,1717868,204934,41138.0952381,73596.8253968,198857.142857,16171.4285714,344984,641.26984127,24155.5555556,302790,162790,42430.1587302,129028,8414.28571429,398030,678780,928577,15219334,71168.2539683,3346526,765182,998.412698413,811474,11900.0,35358.7301587,8923.80952381,124360,104795.238095,283653,394980,144017,69.8412698413,13631.7460317,340339,11595.2380952,88933.3333333,185523,1659831,437647,1871166,52995.2380952,68365.0793651,1501146,988076,4994396,13055.5555556,30647.6190476,14565701,205130,255401,146860,8447.61904762,4388.88888889,41969.8412698,447141,1178979,482049,148180,5285768,4680.95238095,766868,15288.8888889,68385.7142857,23904.7619048,6874.6031746,43455.5555556,166507,474420,975844,144930,26268,857.142857143,255219.047619,61163.4920635,508226,123322,17436.5079365,70707.9365079,70493.6507937,2023103,801741,2054611,1762615,758503,479304,111576.190476,47873.015873,1376.19047619,10079.3650794,17604.7619048,226390,1457996,76865.0793651,132488,43938.0952381,544752,17757.1428571,1383026,3630.15873016,3680.95238095,460600,2136484,146504,120173.015873,381585,544449,13961.9047619,341090,183561,23466.6666667,413168,646600,1611515,814298,68753.968254,678157,4938.0952381,277953,35659174,429703,286695,255377.777778,142973,514807,41760,535285,7676.19047619,167753,11898.4126984,887026,9682.53968254,1207120,163536.507937,1092541,165576,190896.825397,288236,995660,9247.61904762,276049.206349,275625,1069314,39806.3492063,6703.17460317,337068,11342582,92563,1062047.61905,166492,78626.984127,240825,699415,4070968,241315,539592,1308479,443677,224552,565042,106287,423771,6630.15873016,190760,495.238095238,2520.63492063,2209360,4037782,171625,45047.6190476,392052,1725069,66174,330034,3811.11111111,965.079365079,47203.1746032,214507.936508,401941.269841,88166.6666667,729292,72501,401142,41068.2539683,207723,8946.03174603,189269,2303.07692308,1663934,4839152,484.126984127,141780,510963,176711,219822.222222,620353,820415,1701868,92087,173.846153846,47609.5238095,35279.3650794,59677.7777778,336576,718663,6585495,255431,906858,13365.0793651,1936288,154326,1195484,60812.6984127,1450.79365079,42534.9206349,15966.6666667,12330.1587302,315607.936508,4243822,589374,3723.80952381,3845079,1458.73015873,9036163,948569,294520,239895,481988,828349,6311.11111111,159688.888889,1569250,444339,29095
2,2839023,12481644,692.063492063,501287,167617,835688,1909.52380952,551322,37133.3333333,92680.952381,1202820,348982,66442.8571429,3785.71428571,51725.3968254,19773.015873,759012,138879,261973,4091928,120734,1302990,49028.5714286,556531,1194814,448068.253968,1134938,35901.5873016,1068382,1135830,18665.0793651,4363.49206349,2276.19047619,47001.5873016,615588,20452.3809524,124312,69466.6666667,6367885,281666,1800.0,59253.968254,2114.28571429,2890082,4407509,254611,686157,146039,42576,152282,160990.47619,83860,1757582,3553850,307849.206349,109949,1130.15873016,26877.7777778,14412826,1998480,435495,1049195,3965.07936508,43685.7142857,20241.2698413,1503700,88600,64746.031746,1773.01587302,298130,3366.66666667,4790171,1007384,9692.06349206,21304.7619048,306363,25588.8888889,937065,76303,32617.4603175,1361742,230660,306766,8374.6031746,25868.2539683,26984.1269841,107055.555556,48020.6349206,88536,722.222222222,13203812,13892.0634921,31876.1904762,10872466,1347777,562588,115376.190476,261419,124414,148423,642.857142857,40134.9206349,3193176,98646.031746,56657,11401.5873016,20968.2539683,1349833,5487266,736582,1101.58730159,71895,201357,26350.7936508,1885022,287700,366290,18815.8730159,133847,32720.6349206,5182.53968254,41382.5396825,2523336,5396.82539683,73057,3893.65079365,1258404,56820.6349206,75822.2222222,82117.4603175,460966,316007,79526.984127,1202365,42919.047619,395815,34626.984127,7214828,260841,51173.015873,1295.23809524,11.1111111111,152412,99209.5238095,394980,96134,121642.857143,1383946,2425.3968254,55474.6031746,55520.6349206,923415,246095,32669.8412698,449338,34565.0793651,620487,3303.17460317,228182,258868,389280,137677,7333.33333333,35404.7619048,807977,4225.3968254,7051084,132960,1297215,269401,550630,220792,110673,180125,56458.7301587,3528.57142857,481077,24682.5396825,110149,4022471,4631930,5576.19047619,261679,48760.3174603,39652.3809524,109873,129774.603175,425.396825397,3287.3015873,44288.8888889,124150,167820,21782.5396825,1698758,13062949,2044782,512030,123519,296460,1133474,152826,365126,2336801,1773006,398084,528614,192641,122617,400196,1513396,6444.44444444,30904.7619048,507734,2148238,1392106,978233,2181061,18146.031746,166650,82480.952381,9996.82539683,635939,21430.1587302,1953.96825397,562049,832646,197852,545474,334.920634921,1747466,321426,13800.0,91834.9206349,53666.6666667,56006.3492063,241652,466.666666667,17226.984127,312515,168346,35622.2222222,106400,12525.3968254,535007,1178592,782561,11074173,59509.5238095,1278453,356684,1342.85714286,809687,7169.84126984,27077.7777778,12290.4761905,189984,96119.047619,219226,211395,115903,23.8095238095,22087.3015873,386184,12365.0793651,70712.6984127,386933,2177736,376336,1520200,111614.285714,11657.1428571,973342,707415,4243504,4226.98412698,19393.6507937,12821625,175523,164911,368985,6236.50793651,4266.66666667,83373.015873,486215,668549,391144,121865,3827509,2695.23809524,665739,65066.6666667,86895.2380952,18009.5238095,4795.23809524,39860.3174603,155106,1612341,1022684,191147,89493,979.365079365,357706.349206,1127552.38095,309074,81463,51133.3333333,128642.857143,104463.492063,2196604,1054206,1584238,1621368,518152,472839,44993.6507937,60138.0952381,2392.06349206,10077.7777778,9133.33333333,128403,1158515,33604.7619048,197598,51906.3492063,438107,27795.2380952,921303,10009.5238095,1488.88888889,852198,3682323,278534,82106.3492063,238815,509488,17819.047619,258677,119817,13679.3650794,406596,570711,2141455,7640785,18655.5555556,634722,4680.95238095,225685,31719317,233509,216577,154239.68254,1353452,147260,125880,210250,9388.88888889,325276,11663.4920635,178725,16431.7460317,836307,207180.952381,846284,88001,81680.952381,250473,714058,4850.79365079,159933.333333,214177,826714,19826.984127,5352.38095238,295196,5347665,71909,1765701.5873,144446,158841.269841,238306,925493,2602425,1546484,664971,836222,474961,97179,413782,71392,423177,3503.17460317,166487,225.396825397,1700.0,1792952,2542220,169415,40388.8888889,325596,1761109,78517,790907,8339.68253968,331196.825397,93947.6190476,87269.8412698,233133.333333,64936.5079365,613131,64330,225330,28888.8888889,99347,27525.3968254,172682,3653.84615385,1796858,2928158,8804.76190476,235907,519534,172577,75482.5396825,707126,469549,1278174,108890,596.923076923,50487.3015873,49600.0,49746.031746,241136,621047,6653607,176452,874800,7579.36507937,1760434,103912,1046892,69658.7301587,573.015873016,177869.84127,13088.8888889,13201.5873016,69663.4920635,1701895,555987,1939.68253968,4952988,2190.47619048,8328668,995512,481825,249966,450003,566812,2338.0952381,101585.714286,1189158,443003,58546
3,2931882,16212870,1735.48387097,973864,320248,3223385,2285.48387097,469359,253279.032258,114162.903226,961217,470458,437070.967742,6864.51612903,35874.1935484,31658.0645161,2042643,536182,695206,4365167,80608,713169,96130.6451613,641082,1363964,811541.935484,1617596,47420.9677419,782448,787348,23020.9677419,5335.48387097,9616.12903226,51124.1935484,233035,44404.8387097,186006,75791.9354839,5007174,283837,4500.0,33001.6129032,3009.67741935,2408666,3967075,944888,185385,118998,196869,92382,85446.7741935,75138,1097679,3003324,155891.935484,135448,1167.74193548,27148.3870968,8083254,2482561,1206446,1322687,6643.5483871,72837.0967742,21366.1290323,1209937,449914,66882.2580645,2009.67741935,397991,7845.16129032,5592640,969716,139306.451613,6572.58064516,606545,28004.8387097,1062975,160438,101485.483871,1567874,349451,324400,11533.8709677,37335.483871,46388.7096774,119374.193548,61103.2258065,92075,895.161290323,13498964,12382.2580645,15388.7096774,9204480,1403782,497159,87454.8387097,258675,150050,242830,1919.35483871,65135.483871,2403772,104795.16129,73337,12498.3870968,42116.1290323,979064,5508351,862174,832.258064516,112408,279564,23506.4516129,1485629,215511,497837,45790.3225806,121904,41875.8064516,27825.8064516,30741.9354839,2247743,13435.483871,152862,6003.22580645,1236996,103459.677419,41362.9032258,81077.4193548,387919,459924,63772.5806452,2253530,66035.483871,308535,63824.1935484,6532150,221716,348319.354839,3335.48387097,17.7419354839,180909,63132.2580645,416432,236008,55262.9032258,2185754,2554.83870968,53577.4193548,79019.3548387,760983,210145,71767.7419355,429859,27196.7741935,305658,5667.74193548,190940,474367,356069,383445,16117.7419355,63582.2580645,1125293,8270.96774194,8383885,207079,2051759,173795,427008,174272,171774,291750,21125.8064516,10553.2258065,665788,22670.9677419,117577,2463938,6367916,19911.2903226,311766,75903.2258065,144264.516129,210725,37550.0,191.935483871,1003.22580645,13512.9032258,156009,247948,55841.9354839,1135837,13815070,2472396,532383,72032,249840,863727,144341,306090,4238166,862161,375829,522216,215027,208756,437567,4355764,26479.0322581,20414.516129,596988,2753340,779809,1357950,1949351,39466.1290323,276011,70904.8387097,36541.9354839,569383,18996.7741935,1848.38709677,521417,665537,208624,598177,820.967741935,1231422,707896,29796.7741935,260606.451613,233356.451613,40819.3548387,269187,1116.12903226,23075.8064516,428735,155746,23275.8064516,114220,11885.483871,486520,1961977,503209,11474390,62956.4516129,1210074,279306,667.741935484,718150,9990.32258065,29782.2580645,16112.9032258,180109,65977.4193548,423474,392584,132958,82.2580645161,28632.2580645,218720,14729.0322581,193540.322581,194048,2754290,329682,1314317,31417.7419355,31437.0967742,968967,783638,4443264,49232.2580645,17174.1935484,11587803,180409,139980,514100,4833.87096774,2088.70967742,166108.064516,423704,419474,419216,98845,5205532,3685.48387097,786758,25437.0967742,65512.9032258,15098.3870968,11011.2903226,34240.3225806,137654,577448,1207475,143117,121516,822.580645161,401809.677419,972027.419355,289256,54266,93527.4193548,222729.032258,184988.709677,1502490,669501,1998943,1410696,869845,342230,37995.1612903,63617.7419355,24375.8064516,9391.93548387,17191.9354839,195091,1054869,34179.0322581,258054,107229.032258,1267570,29516.1290323,1299595,13450.0,1330.64516129,509254,1576562,358011,91793.5483871,99933,566761,18937.0967742,275770,214488,11953.2258065,573840,677380,2869222,4127758,17577.4193548,659190,30272.5806452,197867,29446043,159398,158679,158812.903226,480727,86932,106879,273706,7427.41935484,316959,33877.4193548,140985,7996.77419355,651577,142437.096774,832483,110482,40653.2258065,302241,842196,7432.25806452,154182.258065,204256,1197703,35041.9354839,3880.64516129,733108,8693825,72311,639577.419355,142575,49861.2903226,215638,451025,1396406,2490770,574311,724822,335874,114940,359254,103303,369216,6351.61290323,149830,166.129032258,2688.70967742,926564,4184624,112846,137851.612903,277916,2044261,106795,600187,10041.9354839,91562.9032258,68888.7096774,73079.0322581,394166.129032,96088.7096774,519498,52829,199201,16616.1290323,157274,62438.7096774,178174,1753.03030303,2449006,4266714,13450.0,129235,564051,188179,23659.6774194,397867,521016,1090662,92522,1110.60606061,120259.677419,74598.3870968,54674.1935484,254669,763177,5477682,171701,910746,8169.35483871,1330275,267504,932645,59080.6451613,395.161290323,317545.16129,26161.2903226,9250.0,121212.903226,2377572,603741,3124.19354839,4661288,625.806451613,6564150,679564,361322,296827,346593,702120,3508.06451613,72722.5806452,1312445,765359,172493
4,2677475,11222028,596.666666667,651671,281230,2346946,38875.0,1522586,276816.666667,103863.333333,1012043,379166,375825.0,4700.0,36616.6666667,96511.6666667,4886771,520230,754281,3207693,73758,759066,382006.666667,622733,1848918,243131.666667,965625,45051.6666667,1192991,1308353,15673.3333333,4273.33333333,20000.0,48440.0,566241,77448.3333333,144080,97288.3333333,3767018,372571,4183.33333333,43763.3333333,11211.6666667,2303743,5738916,1131715,234470,176820,599063,113521,69001.6666667,91426,889818,2159446,174273.333333,152663,1233.33333333,123956.666667,7956095,2801910,534256,797981,4518.33333333,130535.0,41251.6666667,1971570,726470,125480.0,2080.0,739488,19658.3333333,5353220,1148125,109680.0,8370.0,407446,29420.0,1532665,352788,274053.333333,1255298,329665,342436,9520.0,20881.6666667,24990.0,155723.333333,39651.6666667,273626,790.0,21848118,30385.0,14355.0,9874713,1225625,621570,75663.3333333,210155,153785,264350,2040.0,81983.3333333,3317828,110563.333333,184838,8991.66666667,97766.6666667,357031,7543306,1769520,2040.0,104025,996828,19260.0,1175100,411645,569543,27005.0,142543,46375.0,55436.6666667,50603.3333333,1974691,13530.0,104673,8731.66666667,1231830,148336.666667,21071.6666667,124080.0,306640,425115,74253.3333333,1732750,87085.0,354111,124448.333333,5974276,583405,144111.666667,12628.3333333,28.3333333333,160406,123685.0,382238,195781,155755.0,1505143,1433.33333333,11006.6666667,154561.666667,693598,470428,31281.6666667,371843,53990.0,254100,5173.33333333,216303,370746,373651,320393,43578.3333333,348781.666667,1056780,4278.33333333,6178915,202363,2585945,195263,373431,976663,70531,213561,13370.0,5715.0,638920,27221.6666667,193931,1343755,5837933,11973.3333333,372281,44465.0,69903.3333333,241333,74095.0,965.0,2588.33333333,5811.66666667,144263,208901,35591.6666667,924610,9771986,2363721,363971,129120,280943,1299620,172606,357905,4438706,781921,308135,594573,207376,222203,415735,8235371,125318.333333,12953.3333333,375813,2586251,594355,2190900,2503866,57678.3333333,323513,82615.0,65916.6666667,700443,32165.0,2103.33333333,618936,763085,396030,1077106,19626.6666667,1800308,502628,44838.3333333,487893.333333,127400.0,14441.6666667,416340,2026.66666667,31646.6666667,527763,203018,46886.6666667,72610,12651.6666667,871515,1645385,532466,9686475,30148.3333333,8033905,337090,3073.33333333,883550,15706.6666667,125556.666667,21316.6666667,125445,46463.3333333,374590,312112,114751,146.666666667,33691.6666667,227783,7243.33333333,142023.333333,228905,3969761,462413,1489290,89661.6666667,142593.333333,1298075,625073,4549650,75913.3333333,71135.0,16653605,155056,202166,283421,7921.66666667,4938.33333333,268913.333333,803486,708826,380566,130258,5615583,3898.33333333,985570,27728.3333333,82455.0,11135.0,12015.0,35891.6666667,128343,1460508,877461,118921,192351,1408.33333333,312495.0,408483.333333,526053,109270,132141.666667,283513.333333,330713.333333,1680006,859485,1839541,1464270,526036,323588,65628.3333333,98935.0,54236.6666667,39833.3333333,10508.3333333,196708,1081760,43903.3333333,666795,41035.0,790731,554228.333333,2597545,15985.0,11035.0,443468,1438825,1128085,119610.0,112098,393700,47113.3333333,478266,167093,9496.66666667,584188,586503,1953966,5229023,60470.0,744856,6733.33333333,275521,31989695,460450,204970,144085.0,224003,181973,143200,261091,5126.66666667,385966,15528.3333333,347930,11360.0,875623,145785.0,1348671,318491,51785.0,468468,732840,12870.0,118406.666667,937065,1082116,11913.3333333,8940.0,424591,10882020,361105,427346.666667,274925,47541.6666667,762848,334865,2373048,1423893,316095,852570,628028,200545,350741,375413,327165,4200.0,201420,1130.0,2293.33333333,1463703,3215566,120583,173401.666667,250185,1741596,127463,555500,22460.0,60811.6666667,74831.6666667,115971.666667,424146.666667,114786.666667,463538,70020,158746,25706.6666667,219983,54653.3333333,243976,12351.5625,1860268,4765873,137681.666667,127698,818755,166173,61245.0,1205960,601336,902486,116430,829.6875,87200.0,90001.6666667,62175.0,668488,738778,6522473,224031,897783,3868.33333333,1321773,225893,795618,76165.0,341.666666667,167431.666667,20568.3333333,24241.6666667,60203.3333333,1772435,609331,1363.33333333,3472168,681.666666667,6869783,583856,341758,275458,334541,521210,1690.0,66556.6666667,1104333,2001843,168975
